kid2019,ejahr,immigrated,migrated,migration_balance
01,2021,148278,125264,23014
01001,2021,8712,7251,1461
01002,2021,14398,14358,40
01003,2021,11220,9698,1522
01004,2021,4687,4783,-96
01051,2021,5619,4104,1515
01053,2021,10051,7740,2311
01054,2021,7427,6214,1213
01055,2021,9467,7433,2034
01056,2021,15629,13261,2368
01057,2021,5610,4517,1093
01058,2021,13520,11202,2318
01059,2021,9479,7561,1918
01060,2021,15110,12055,3055
01061,2021,5536,4711,825
01062,2021,11813,10376,1437
02000,2021,87108,87178,-70
03,2021,399216,350092,49124
031,2021,85591,78120,7471
03101,2021,15913,15010,903
03102,2021,4939,4853,86
03103,2021,5949,5596,353
03151,2021,6955,5944,1011
03152,2021,-,-,#VALUE!
03153,2021,6635,5941,694
03154,2021,4088,3663,425
03155,2021,5087,4163,924
03156,2021,-,-,#VALUE!
03157,2021,6312,4956,1356
03158,2021,4945,4564,381
03159,2021,24768,23430,1338
032,2021,85140,75159,9981
03241,2021,42768,38280,4488
03241001,2021,25976,21463,4513
03251,2021,10650,9187,1463
03252,2021,6353,5104,1249
03254,2021,9960,9183,777
03255,2021,3056,2729,327
03256,2021,5586,4734,852
03257,2021,6767,5942,825
033,2021,84520,68977,15543
03351,2021,8210,6964,1246
03352,2021,8258,6322,1936
03353,2021,13297,11116,2181
03354,2021,2186,1692,494
03355,2021,9261,7944,1317
03356,2021,4529,3724,805
03357,2021,6895,5844,1051
03358,2021,12805,10187,2618
03359,2021,8939,7319,1620
03360,2021,4046,3048,998
03361,2021,6094,4817,1277
034,2021,143965,127836,16129
03401,2021,3989,3951,38
03402,2021,2497,2541,-44
03403,2021,12748,11941,807
03404,2021,13236,12501,735
03405,2021,4151,3797,354
03451,2021,6662,5531,1131
03452,2021,7418,6256,1162
03453,2021,13928,12898,1030
03454,2021,18047,15171,2876
03455,2021,4274,3756,518
03456,2021,4841,4015,826
03457,2021,7450,6026,1424
03458,2021,8723,7692,1031
03459,2021,21501,18893,2608
03460,2021,7721,6949,772
03461,2021,3894,3442,452
03462,2021,2885,2476,409
04,2021,33625,35684,-2059
04011,2021,26591,28841,-2250
04012,2021,7034,6843,191
05,2021,809481,763617,45864
051,2021,246429,233370,13059
05111,2021,38230,39276,-1046
05112,2021,22401,21849,552
05113,2021,29721,30861,-1140
05114,2021,11104,9977,1127
05116,2021,16894,14770,2124
05117,2021,7196,6624,572
05119,2021,8337,8073,264
05120,2021,5371,4752,619
05122,2021,6110,5849,261
05124,2021,16441,16031,410
05154,2021,16908,14849,2059
05158,2021,20109,17897,2212
05162,2021,20279,18851,1428
05166,2021,11397,10154,1243
05170,2021,15931,13557,2374
053,2021,211199,204972,6227
05314,2021,24594,23210,1384
05315,2021,52006,61456,-9450
05316,2021,7090,6844,246
05334,2021,24602,23291,1311
05334002,2021,16493,14795,1698
05354,2021,-,-,#VALUE!
05358,2021,12463,10140,2323
05362,2021,22240,19300,2940
05366,2021,8960,7849,1111
05370,2021,11350,8676,2674
05374,2021,9357,8394,963
05378,2021,12353,11178,1175
05382,2021,26184,24634,1550
055,2021,112636,101143,11493
05512,2021,4267,3744,523
05513,2021,13235,11552,1683
05515,2021,19732,18853,879
05554,2021,12173,10465,1708
05558,2021,8810,7877,933
05562,2021,23598,21402,2196
05566,2021,18901,16586,2315
05570,2021,11920,10664,1256
057,2021,93926,86268,7658
05711,2021,20085,19266,819
05754,2021,18865,17178,1687
05758,2021,10896,9935,961
05762,2021,6332,5522,810
05766,2021,12354,11824,530
05770,2021,12363,10527,1836
05774,2021,13031,12016,1015
059,2021,145291,137864,7427
05911,2021,17442,16957,485
05913,2021,27380,27103,277
05914,2021,8285,7693,592
05915,2021,8985,8048,937
05916,2021,7300,6767,533
05954,2021,11475,10912,563
05958,2021,8537,7961,576
05962,2021,11661,11636,25
05966,2021,4349,4247,102
05970,2021,9738,9922,-184
05974,2021,13320,11197,2123
05978,2021,16819,15421,1398
06,2021,346357,332791,13566
064,2021,228517,225949,2568
06411,2021,14030,13541,489
06412,2021,53046,60453,-7407
06413,2021,11654,11609,45
06414,2021,16457,16240,217
06431,2021,12225,11139,1086
06432,2021,14341,14573,-232
06433,2021,14637,14248,389
06434,2021,12494,11923,571
06435,2021,18588,15945,2643
06436,2021,12793,12601,192
06437,2021,4351,3683,668
06438,2021,17659,16329,1330
06439,2021,9045,8608,437
06440,2021,17197,15057,2140
065,2021,61077,55600,5477
06531,2021,25666,24070,1596
06532,2021,8437,7483,954
06533,2021,8277,7056,1221
06534,2021,13966,13115,851
06535,2021,4731,3876,855
066,2021,56763,51242,5521
06611,2021,13988,14496,-508
06631,2021,8348,7236,1112
06632,2021,5358,4865,493
06633,2021,10432,8864,1568
06634,2021,7435,6124,1311
06635,2021,6652,5731,921
06636,2021,4550,3926,624
07,2021,227476,206752,20724
071,2021,71829,63407,8422
07111,2021,8459,7922,537
07131,2021,5364,7001,-1637
07132,2021,5668,4921,747
07133,2021,7070,5782,1288
07134,2021,3733,3148,585
07135,2021,2950,2418,532
07137,2021,9990,8626,1364
07138,2021,8942,7226,1716
07140,2021,4693,3855,838
07141,2021,6079,5269,810
07143,2021,8881,7239,1642
072,2021,36095,31948,4147
07211,2021,12065,11995,70
07231,2021,5859,4887,972
07232,2021,5745,4498,1247
07233,2021,3156,2357,799
07235,2021,9270,8211,1059
073,2021,119552,111397,8155
07311,2021,3398,3262,136
07312,2021,6908,7050,-142
07313,2021,3738,3382,356
07314,2021,10429,10695,-266
07315,2021,15949,15839,110
07316,2021,3038,2605,433
07317,2021,2548,2240,308
07318,2021,4883,4865,18
07319,2021,5606,5058,548
07320,2021,1993,1746,247
07331,2021,7188,6413,775
07332,2021,6351,5474,877
07333,2021,3598,3190,408
07334,2021,6043,5569,474
07335,2021,5269,4824,445
07336,2021,4515,4329,186
07337,2021,5441,4619,822
07338,2021,8020,7289,731
07339,2021,10924,9668,1256
07340,2021,3713,3280,433
08,2021,587678,557835,29843
081,2021,201187,200584,603
08111,2021,41307,46251,-4944
08115,2021,17961,18161,-200
08116,2021,23959,24027,-68
08117,2021,10331,9528,803
08118,2021,23672,24319,-647
08119,2021,16318,15942,376
08121,2021,9856,10535,-679
08125,2021,18730,17255,1475
08126,2021,5008,4417,591
08127,2021,9111,7548,1563
08128,2021,5397,4753,644
08135,2021,6156,5617,539
08136,2021,13381,12231,1150
082,2021,170744,161606,9138
08211,2021,3638,3335,303
08212,2021,21740,23128,-1388
08215,2021,22327,19794,2533
08216,2021,9896,8969,927
08221,2021,25766,25668,98
08222,2021,23852,21759,2093
08225,2021,5873,5200,673
08226,2021,24264,22542,1722
08231,2021,8215,8596,-381
08235,2021,8878,8127,751
08236,2021,10104,9305,799
08237,2021,6191,5183,1008
083,2021,116389,105332,11057
08311,2021,20919,20321,598
08315,2021,15625,14564,1061
08316,2021,7996,6802,1194
08317,2021,16347,13633,2714
08325,2021,5763,5315,448
08326,2021,9561,8504,1057
08327,2021,6582,5832,750
08335,2021,16305,14683,1622
08336,2021,9890,8918,972
08337,2021,7401,6760,641
084,2021,99358,90313,9045
08415,2021,11901,11095,806
08416,2021,15177,14167,1010
08417,2021,7993,6737,1256
08421,2021,10527,10110,417
08425,2021,10344,9022,1322
08426,2021,8778,7915,863
08435,2021,11433,10150,1283
08436,2021,13513,12418,1095
08437,2021,9692,8699,993
09,2021,728587,675815,52772
091,2021,282589,276491,6098
09161,2021,10313,9408,905
09162,2021,106216,112521,-6305
09163,2021,4398,4444,-46
09171,2021,4759,3907,852
09172,2021,4540,3961,579
09173,2021,5676,5700,-24
09174,2021,8239,7983,256
09175,2021,8582,8206,376
09176,2021,5986,5796,190
09177,2021,7566,7054,512
09178,2021,12421,11954,467
09179,2021,12180,12158,22
09180,2021,4710,4523,187
09181,2021,5620,5168,452
09182,2021,4531,4507,24
09183,2021,6757,5356,1401
09184,2021,25311,24932,379
09185,2021,4244,3507,737
09186,2021,7516,7021,495
09187,2021,12384,10330,2054
09188,2021,8240,7805,435
09189,2021,6773,5343,1430
09190,2021,5627,4907,720
092,2021,64314,54910,9404
09261,2021,6184,6012,172
09262,2021,4823,3954,869
09263,2021,3806,3399,407
09271,2021,7518,6086,1432
09272,2021,2789,2120,669
09273,2021,5490,4971,519
09274,2021,8287,7239,1048
09275,2021,7785,6292,1493
09276,2021,2388,2141,247
09277,2021,5136,4165,971
09278,2021,4881,4166,715
09279,2021,5227,4365,862
093,2021,55216,48231,6985
09361,2021,2501,2334,167
09362,2021,15595,14415,1180
09363,2021,2623,2469,154
09371,2021,4089,3544,545
09372,2021,4121,3255,866
09373,2021,5440,4369,1071
09374,2021,3377,3015,362
09375,2021,9026,7923,1103
09376,2021,5932,4738,1194
09377,2021,2512,2169,343
094,2021,53880,48663,5217
09461,2021,9365,8075,1290
09462,2021,6481,6317,164
09463,2021,3109,2696,413
09464,2021,3324,3033,291
09471,2021,6033,5601,432
09472,2021,4112,3679,433
09473,2021,3547,3128,419
09474,2021,4170,3824,346
09475,2021,3509,3247,262
09476,2021,2217,1934,283
09477,2021,2663,2339,324
09478,2021,2763,2411,352
09479,2021,2587,2379,208
095,2021,98501,93626,4875
09561,2021,2834,2730,104
09562,2021,9789,8763,1026
09563,2021,8507,7547,960
09564,2021,30544,34666,-4122
09565,2021,2499,2292,207
09571,2021,8444,7082,1362
09572,2021,7443,6067,1376
09573,2021,8289,7164,1125
09574,2021,6936,6234,702
09575,2021,4399,3595,804
09576,2021,5389,4745,644
09577,2021,3428,2741,687
096,2021,67777,61251,6526
09661,2021,5295,4590,705
09662,2021,4126,3583,543
09663,2021,11448,11215,233
09671,2021,7195,6595,600
09672,2021,4306,3550,756
09673,2021,2754,2502,252
09674,2021,2767,2574,193
09675,2021,4596,4108,488
09676,2021,4753,4379,374
09677,2021,4656,3932,724
09678,2021,7677,6912,765
09679,2021,8204,7311,893
097,2021,106310,92643,13667
09761,2021,21817,20905,912
09762,2021,2778,2194,584
09763,2021,4541,4358,183
09764,2021,2854,2427,427
09771,2021,6765,6279,486
09772,2021,13462,11289,2173
09773,2021,4090,3243,847
09774,2021,6391,5223,1168
09775,2021,10927,9498,1429
09776,2021,4443,3970,473
09777,2021,6775,5359,1416
09778,2021,7975,6247,1728
09779,2021,6261,5454,807
09780,2021,7231,6197,1034
10,2021,40440,35996,4444
10041,2021,14807,13319,1488
10041100,2021,10098,8773,1325
10042,2021,4188,3513,675
10043,2021,5471,4884,587
10044,2021,7707,6611,1096
10045,2021,5491,5256,235
10046,2021,2776,2413,363
11000,2021,166524,150283,16241
11001001,2021,.,.,#VALUE!
11002002,2021,.,.,#VALUE!
11003003,2021,.,.,#VALUE!
11004004,2021,.,.,#VALUE!
11005005,2021,.,.,#VALUE!
11006006,2021,.,.,#VALUE!
11007007,2021,.,.,#VALUE!
11008008,2021,.,.,#VALUE!
11009009,2021,.,.,#VALUE!
11010010,2021,.,.,#VALUE!
11011011,2021,.,.,#VALUE!
11012012,2021,.,.,#VALUE!
12,2021,114291,88942,25349
12051,2021,3549,2474,1075
12052,2021,4338,3945,393
12053,2021,3356,3127,229
12054,2021,9623,8629,994
12060,2021,8696,5932,2764
12061,2021,9600,5960,3640
12062,2021,5244,4736,508
12063,2021,7287,5168,2119
12064,2021,7734,5623,2111
12065,2021,8900,6267,2633
12066,2021,3538,3011,527
12067,2021,9777,8203,1574
12068,2021,3605,2626,979
12069,2021,10180,7507,2673
12070,2021,2621,2139,482
12071,2021,3321,3017,304
12072,2021,9647,7702,1945
12073,2021,3275,2876,399
13,2021,67141,54086,13055
13001,2021,-,-,#VALUE!
13002,2021,-,-,#VALUE!
13003,2021,10272,9892,380
13004,2021,7159,6388,771
13005,2021,-,-,#VALUE!
13006,2021,-,-,#VALUE!
13051,2021,-,-,#VALUE!
13052,2021,-,-,#VALUE!
13053,2021,-,-,#VALUE!
13054,2021,-,-,#VALUE!
13055,2021,-,-,#VALUE!
13056,2021,-,-,#VALUE!
13057,2021,-,-,#VALUE!
13058,2021,-,-,#VALUE!
13059,2021,-,-,#VALUE!
13060,2021,-,-,#VALUE!
13061,2021,-,-,#VALUE!
13062,2021,-,-,#VALUE!
13071,2021,7969,6009,1960
13072,2021,8842,6724,2118
13073,2021,8988,6378,2610
13074,2021,6224,4802,1422
13075,2021,9107,6946,2161
13076,2021,8580,6947,1633
14,2021,154676,135849,18827
141,2021,-,-,#VALUE!
14161,2021,-,-,#VALUE!
14166,2021,-,-,#VALUE!
14167,2021,-,-,#VALUE!
14171,2021,-,-,#VALUE!
14173,2021,-,-,#VALUE!
14177,2021,-,-,#VALUE!
14178,2021,-,-,#VALUE!
14181,2021,-,-,#VALUE!
14182,2021,-,-,#VALUE!
14188,2021,-,-,#VALUE!
14191,2021,-,-,#VALUE!
14193,2021,-,-,#VALUE!
142,2021,-,-,#VALUE!
14262,2021,-,-,#VALUE!
14263,2021,-,-,#VALUE!
14264,2021,-,-,#VALUE!
14272,2021,-,-,#VALUE!
14280,2021,-,-,#VALUE!
14284,2021,-,-,#VALUE!
14285,2021,-,-,#VALUE!
14286,2021,-,-,#VALUE!
14287,2021,-,-,#VALUE!
14290,2021,-,-,#VALUE!
14292,2021,-,-,#VALUE!
143,2021,-,-,#VALUE!
14365,2021,-,-,#VALUE!
14374,2021,-,-,#VALUE!
14375,2021,-,-,#VALUE!
14379,2021,-,-,#VALUE!
14383,2021,-,-,#VALUE!
14389,2021,-,-,#VALUE!
145,2021,43693,39183,4510
14511,2021,13112,12275,837
14521,2021,7662,7024,638
14522,2021,8802,7775,1027
14523,2021,5395,4854,541
14524,2021,8722,7255,1467
146,2021,57118,51809,5309
14612,2021,27610,27253,357
14625,2021,7506,6308,1198
14626,2021,6783,5897,886
14627,2021,7696,6382,1314
14628,2021,7523,5969,1554
147,2021,53865,44857,9008
14713,2021,35443,30368,5075
14729,2021,9245,7143,2102
14730,2021,9177,7346,1831
15,2021,85682,75693,9989
15001,2021,2846,2413,433
15002,2021,12653,11198,1455
15003,2021,15474,13893,1581
15081,2021,2579,2548,31
15082,2021,5316,4719,597
15083,2021,5625,4788,837
15084,2021,6723,5754,969
15085,2021,8028,7496,532
15086,2021,3374,2815,559
15087,2021,3478,2970,508
15088,2021,6553,5538,1015
15089,2021,5842,5448,394
15090,2021,3058,2594,464
15091,2021,4133,3519,614
151,2021,-,-,#VALUE!
15101,2021,-,-,#VALUE!
15151,2021,-,-,#VALUE!
15153,2021,-,-,#VALUE!
15154,2021,-,-,#VALUE!
15159,2021,-,-,#VALUE!
15171,2021,-,-,#VALUE!
152,2021,-,-,#VALUE!
15202,2021,-,-,#VALUE!
15256,2021,-,-,#VALUE!
15260,2021,-,-,#VALUE!
15261,2021,-,-,#VALUE!
15265,2021,-,-,#VALUE!
15266,2021,-,-,#VALUE!
15268,2021,-,-,#VALUE!
153,2021,-,-,#VALUE!
15303,2021,-,-,#VALUE!
15352,2021,-,-,#VALUE!
15355,2021,-,-,#VALUE!
15357,2021,-,-,#VALUE!
15358,2021,-,-,#VALUE!
15362,2021,-,-,#VALUE!
15363,2021,-,-,#VALUE!
15364,2021,-,-,#VALUE!
15367,2021,-,-,#VALUE!
15369,2021,-,-,#VALUE!
15370,2021,-,-,#VALUE!
16,2021,82937,74457,8480
16051,2021,10764,10300,464
16052,2021,4135,3823,312
16053,2021,6505,6518,-13
16054,2021,5898,5727,171
16055,2021,3930,3478,452
16056,2021,-,-,#VALUE!
16061,2021,2466,2115,351
16062,2021,2752,2650,102
16063,2021,4282,3825,457
16064,2021,3018,2406,612
16065,2021,2092,1645,447
16066,2021,4183,3645,538
16067,2021,5451,4862,589
16068,2021,2354,2036,318
16069,2021,1841,1647,194
16070,2021,4495,3637,858
16071,2021,3122,2752,370
16072,2021,2088,1916,172
16073,2021,2490,2191,299
16074,2021,2924,2544,380
16075,2021,2408,2104,304
16076,2021,3280,2684,596
16077,2021,2459,1952,507
DG,2020,3865747,3645496,220251
01,2020,147177,128112,19065
01001,2020,7608,7576,32
01002,2020,14967,14721,246
01003,2020,10726,10306,420
01004,2020,5373,5280,93
01051,2020,5157,4355,802
01053,2020,9615,7817,1798
01054,2020,8114,6113,2001
01055,2020,10040,7555,2485
01056,2020,15272,13393,1879
01057,2020,5917,4616,1301
01058,2020,13135,11393,1742
01059,2020,9784,7449,2335
01060,2020,13968,12195,1773
01061,2020,5303,4906,397
01062,2020,12198,10437,1761
02000,2020,85885,81828,4057
03,2020,373222,338929,34293
031,2020,76373,74444,1929
03101,2020,14026,14216,-190
03102,2020,4859,4991,-132
03103,2020,5910,5996,-86
03151,2020,6676,5848,828
03152,2020,-,-,#VALUE!
03153,2020,5918,6221,-303
03154,2020,4174,3524,650
03155,2020,4821,4450,371
03156,2020,-,-,#VALUE!
03157,2020,6011,4657,1354
03158,2020,4859,4593,266
03159,2020,19119,19948,-829
032,2020,80974,74228,6746
03241,2020,38820,38381,439
03241001,2020,22037,21186,851
03251,2020,10189,8424,1765
03252,2020,5974,5052,922
03254,2020,10260,9166,1094
03255,2020,3012,2737,275
03256,2020,5702,4888,814
03257,2020,7017,5580,1437
033,2020,78691,66613,12078
03351,2020,7389,6260,1129
03352,2020,8143,6252,1891
03353,2020,13008,10765,2243
03354,2020,2127,1615,512
03355,2020,7889,7494,395
03356,2020,5227,4046,1181
03357,2020,6860,5738,1122
03358,2020,9723,8995,728
03359,2020,8860,7570,1290
03360,2020,3838,3049,789
03361,2020,5627,4829,798
034,2020,137184,123644,13540
03401,2020,3926,3835,91
03402,2020,2470,2328,142
03403,2020,11403,10883,520
03404,2020,11596,12473,-877
03405,2020,3907,4294,-387
03451,2020,6682,5531,1151
03452,2020,7486,6146,1340
03453,2020,14035,12336,1699
03454,2020,17076,14938,2138
03455,2020,4322,3559,763
03456,2020,4764,3834,930
03457,2020,7444,6312,1132
03458,2020,8718,7720,998
03459,2020,18814,16709,2105
03460,2020,7560,6969,591
03461,2020,3915,3482,433
03462,2020,3066,2295,771
04,2020,32096,31607,489
04011,2020,25293,25046,247
04012,2020,6803,6561,242
05,2020,759686,735475,24211
051,2020,230028,221358,8670
05111,2020,36397,37922,-1525
05112,2020,21596,22816,-1220
05113,2020,27798,26645,1153
05114,2020,9307,9079,228
05116,2020,10677,11145,-468
05117,2020,7526,6523,1003
05119,2020,7874,8189,-315
05120,2020,4584,4035,549
05122,2020,6406,6046,360
05124,2020,15925,14728,1197
05154,2020,16235,14147,2088
05158,2020,18953,17908,1045
05162,2020,18715,17407,1308
05166,2020,11808,11006,802
05170,2020,16227,13762,2465
053,2020,204274,199986,4288
05314,2020,23149,22481,668
05315,2020,51109,55794,-4685
05316,2020,7131,6726,405
05334,2020,23769,22962,807
05334002,2020,15698,14482,1216
05354,2020,-,-,#VALUE!
05358,2020,11112,9747,1365
05362,2020,21435,21295,140
05366,2020,8941,7447,1494
05370,2020,10196,8544,1652
05374,2020,9175,8723,452
05378,2020,12295,11117,1178
05382,2020,25962,25150,812
055,2020,103652,98101,5551
05512,2020,4071,3726,345
05513,2020,11127,10871,256
05515,2020,18760,18236,524
05554,2020,11331,10513,818
05558,2020,8228,7895,333
05562,2020,22641,20123,2518
05566,2020,16143,15548,595
05570,2020,11351,11189,162
057,2020,84404,81887,2517
05711,2020,17207,17509,-302
05754,2020,17136,16911,225
05758,2020,10137,9295,842
05762,2020,5441,5460,-19
05766,2020,12247,11604,643
05770,2020,10903,10103,800
05774,2020,11333,11005,328
059,2020,137328,134143,3185
05911,2020,16562,16205,357
05913,2020,25940,25639,301
05914,2020,8757,8031,726
05915,2020,7623,7816,-193
05916,2020,7564,6694,870
05954,2020,11492,10786,706
05958,2020,8257,8085,172
05962,2020,11376,11367,9
05966,2020,4122,4342,-220
05970,2020,9098,9531,-433
05974,2020,11001,10827,174
05978,2020,15536,14820,716
06,2020,327898,311838,16060
064,2020,222018,213009,9009
06411,2020,11363,12264,-901
06412,2020,50592,52911,-2319
06413,2020,11467,11307,160
06414,2020,15929,15961,-32
06431,2020,12320,10719,1601
06432,2020,14715,14268,447
06433,2020,14529,14366,163
06434,2020,12312,11069,1243
06435,2020,18010,15903,2107
06436,2020,12948,12067,881
06437,2020,4335,3774,561
06438,2020,17738,16501,1237
06439,2020,9015,8011,1004
06440,2020,16745,13888,2857
065,2020,52127,48669,3458
06531,2020,19842,18445,1397
06532,2020,8238,7319,919
06533,2020,7961,6920,1041
06534,2020,11908,12329,-421
06535,2020,4178,3656,522
066,2020,53753,50160,3593
06611,2020,13173,14137,-964
06631,2020,7541,7275,266
06632,2020,5630,5362,268
06633,2020,10300,8838,1462
06634,2020,7175,5937,1238
06635,2020,5657,4678,979
06636,2020,4277,3933,344
07,2020,217249,199921,17328
071,2020,69132,60734,8398
07111,2020,7684,7969,-285
07131,2020,5796,4879,917
07132,2020,5524,4789,735
07133,2020,6609,5443,1166
07134,2020,3498,3095,403
07135,2020,2802,2256,546
