kid2019,ejahr,immigrated,migrated,migration_balance
09774,2019,6788,5494,1294
09775,2019,11483,10515,968
09776,2019,4742,4231,511
09777,2019,7076,6039,1037
09778,2019,8290,6920,1370
09779,2019,8263,7920,343
09780,2019,7833,6995,838
10,2019,42231,40069,2162
10041,2019,15669,15087,582
10041100,2019,10602,10063,539
10042,2019,4458,3920,538
10043,2019,5479,5375,104
10044,2019,7424,7175,249
10045,2019,6245,5701,544
10046,2019,2956,2811,145
11000,2019,184744,161513,23231
11001001,2019,.,.,#VALUE!
11002002,2019,.,.,#VALUE!
11003003,2019,.,.,#VALUE!
11004004,2019,.,.,#VALUE!
11005005,2019,.,.,#VALUE!
11006006,2019,.,.,#VALUE!
11007007,2019,.,.,#VALUE!
11008008,2019,.,.,#VALUE!
11009009,2019,.,.,#VALUE!
11010010,2019,.,.,#VALUE!
11011011,2019,.,.,#VALUE!
11012012,2019,.,.,#VALUE!
12,2019,119312,96398,22914
12051,2019,3427,2773,654
12052,2019,4686,4816,-130
12053,2019,3415,3170,245
12054,2019,11400,9337,2063
12060,2019,9732,6435,3297
12061,2019,9207,6819,2388
12062,2019,3925,3877,48
12063,2019,7495,5691,1804
12064,2019,8411,6010,2401
12065,2019,9238,6758,2480
12066,2019,3321,3494,-173
12067,2019,10442,9168,1274
12068,2019,3443,2963,480
12069,2019,11225,8496,2729
12070,2019,2654,2307,347
12071,2019,3603,3253,350
12072,2019,10115,7742,2373
12073,2019,3573,3289,284
13,2019,69377,61334,8043
13001,2019,-,-,#VALUE!
13002,2019,-,-,#VALUE!
13003,2019,12070,11084,986
13004,2019,6826,6433,393
13005,2019,-,-,#VALUE!
13006,2019,-,-,#VALUE!
13051,2019,-,-,#VALUE!
13052,2019,-,-,#VALUE!
13053,2019,-,-,#VALUE!
13054,2019,-,-,#VALUE!
13055,2019,-,-,#VALUE!
13056,2019,-,-,#VALUE!
13057,2019,-,-,#VALUE!
13058,2019,-,-,#VALUE!
13059,2019,-,-,#VALUE!
13060,2019,-,-,#VALUE!
13061,2019,-,-,#VALUE!
13062,2019,-,-,#VALUE!
13071,2019,7442,6694,748
13072,2019,9567,7907,1660
13073,2019,9334,7631,1703
13074,2019,6579,5343,1236
13075,2019,8640,7696,944
13076,2019,8919,8546,373
14,2019,162041,146429,15612
141,2019,-,-,#VALUE!
14161,2019,-,-,#VALUE!
14166,2019,-,-,#VALUE!
14167,2019,-,-,#VALUE!
14171,2019,-,-,#VALUE!
14173,2019,-,-,#VALUE!
14177,2019,-,-,#VALUE!
14178,2019,-,-,#VALUE!
14181,2019,-,-,#VALUE!
14182,2019,-,-,#VALUE!
14188,2019,-,-,#VALUE!
14191,2019,-,-,#VALUE!
14193,2019,-,-,#VALUE!
142,2019,-,-,#VALUE!
14262,2019,-,-,#VALUE!
14263,2019,-,-,#VALUE!
14264,2019,-,-,#VALUE!
14272,2019,-,-,#VALUE!
14280,2019,-,-,#VALUE!
14284,2019,-,-,#VALUE!
14285,2019,-,-,#VALUE!
14286,2019,-,-,#VALUE!
14287,2019,-,-,#VALUE!
14290,2019,-,-,#VALUE!
14292,2019,-,-,#VALUE!
143,2019,-,-,#VALUE!
14365,2019,-,-,#VALUE!
14374,2019,-,-,#VALUE!
14375,2019,-,-,#VALUE!
14379,2019,-,-,#VALUE!
14383,2019,-,-,#VALUE!
14389,2019,-,-,#VALUE!
145,2019,43867,42462,1405
14511,2019,12795,12321,474
14521,2019,7211,7159,52
14522,2019,9126,8949,177
14523,2019,6329,5886,443
14524,2019,8406,8147,259
146,2019,62826,57083,5743
14612,2019,31209,29111,2098
14625,2019,8020,7152,868
14626,2019,7066,6805,261
14627,2019,8510,7404,1106
14628,2019,8021,6611,1410
147,2019,55348,46884,8464
14713,2019,36960,31750,5210
14729,2019,9659,7700,1959
14730,2019,8729,7434,1295
15,2019,85709,83281,2428
15001,2019,2958,3186,-228
15002,2019,12875,12826,49
15003,2019,13192,13510,-318
15081,2019,2662,2716,-54
15082,2019,5698,5700,-2
15083,2019,5794,5580,214
15084,2019,7062,6795,267
15085,2019,8642,7697,945
15086,2019,3369,2955,414
15087,2019,3469,3462,7
15088,2019,6687,6304,383
15089,2019,6071,5517,554
15090,2019,3115,3131,-16
15091,2019,4115,3902,213
151,2019,-,-,#VALUE!
15101,2019,-,-,#VALUE!
15151,2019,-,-,#VALUE!
15153,2019,-,-,#VALUE!
15154,2019,-,-,#VALUE!
15159,2019,-,-,#VALUE!
15171,2019,-,-,#VALUE!
152,2019,-,-,#VALUE!
15202,2019,-,-,#VALUE!
15256,2019,-,-,#VALUE!
15260,2019,-,-,#VALUE!
15261,2019,-,-,#VALUE!
15265,2019,-,-,#VALUE!
15266,2019,-,-,#VALUE!
15268,2019,-,-,#VALUE!
153,2019,-,-,#VALUE!
15303,2019,-,-,#VALUE!
15352,2019,-,-,#VALUE!
15355,2019,-,-,#VALUE!
15357,2019,-,-,#VALUE!
15358,2019,-,-,#VALUE!
15362,2019,-,-,#VALUE!
15363,2019,-,-,#VALUE!
15364,2019,-,-,#VALUE!
15367,2019,-,-,#VALUE!
15369,2019,-,-,#VALUE!
15370,2019,-,-,#VALUE!
16,2019,84898,81526,3372
16051,2019,11358,10611,747
16052,2019,3574,3931,-357
16053,2019,7019,7014,5
16054,2019,4806,4584,222
16055,2019,4267,3862,405
16056,2019,2088,1967,121
16061,2019,2665,2792,-127
16062,2019,2885,2659,226
16063,2019,3602,3644,-42
16064,2019,2937,2986,-49
16065,2019,1906,1988,-82
16066,2019,4370,4072,298
16067,2019,5565,5373,192
16068,2019,2316,2100,216
16069,2019,2065,1932,133
16070,2019,4824,4543,281
16071,2019,3265,2748,517
16072,2019,2089,2161,-72
16073,2019,2439,2465,-26
16074,2019,3072,2709,363
16075,2019,2329,2224,105
16076,2019,3121,2942,179
16077,2019,2336,2219,117
DG,2018,4405531,4005851,399680
01,2018,158405,140198,18207
01001,2018,8936,7608,1328
01002,2018,15855,15673,182
01003,2018,12038,10320,1718
01004,2018,6393,5806,587
01051,2018,5586,4934,652
01053,2018,10290,8551,1739
01054,2018,8151,7218,933
01055,2018,10076,8549,1527
01056,2018,16899,14502,2397
01057,2018,6144,5733,411
01058,2018,12958,12120,838
01059,2018,9992,8553,1439
01060,2018,16213,13614,2599
01061,2018,6161,5741,420
01062,2018,12713,11276,1437
02000,2018,95790,87811,7979
03,2018,429953,386429,43524
031,2018,93421,86527,6894
03101,2018,16944,16108,836
03102,2018,6427,5830,597
03103,2018,6596,6163,433
03151,2018,7597,6695,902
03152,2018,-,-,#VALUE!
03153,2018,7403,6690,713
03154,2018,4149,3984,165
03155,2018,5250,4678,572
03156,2018,-,-,#VALUE!
03157,2018,6187,5089,1098
03158,2018,5540,5468,72
03159,2018,27328,25822,1506
032,2018,98176,85358,12818
03241,2018,49193,42127,7066
03241001,2018,29624,23375,6249
03251,2018,12709,11108,1601
03252,2018,6713,5438,1275
03254,2018,11464,10252,1212
03255,2018,3473,3158,315
03256,2018,7338,6824,514
03257,2018,7286,6451,835
033,2018,86098,75531,10567
03351,2018,7984,7013,971
03352,2018,8640,7359,1281
03353,2018,13367,11575,1792
03354,2018,2291,1834,457
03355,2018,9621,8496,1125
03356,2018,5059,4221,838
03357,2018,7077,6582,495
03358,2018,12341,11237,1104
03359,2018,9761,8196,1565
03360,2018,4006,3544,462
03361,2018,5951,5474,477
034,2018,152258,139013,13245
03401,2018,4746,4554,192
03402,2018,2692,2915,-223
03403,2018,13055,11898,1157
03404,2018,13561,13338,223
03405,2018,5324,4846,478
03451,2018,6999,6050,949
03452,2018,7925,7082,843
03453,2018,14734,13591,1143
03454,2018,18154,15996,2158
03455,2018,4681,4130,551
03456,2018,5032,4219,813
03457,2018,7908,6572,1336
03458,2018,10178,9565,613
03459,2018,19316,17580,1736
03460,2018,10677,9961,716
03461,2018,4124,4088,36
03462,2018,3152,2628,524
04,2018,38719,35358,3361
04011,2018,30598,28200,2398
04012,2018,8121,7158,963
05,2018,880068,827597,52471
051,2018,272374,256460,15914
05111,2018,42078,40864,1214
05112,2018,29278,27588,1690
05113,2018,31124,30208,916
05114,2018,12409,11324,1085
05116,2018,17849,17568,281
05117,2018,7648,7409,239
05119,2018,9670,9358,312
05120,2018,5102,4345,757
05122,2018,7069,5994,1075
05124,2018,16885,15422,1463
05154,2018,17455,16837,618
05158,2018,21706,19571,2135
05162,2018,21333,19307,2026
05166,2018,15469,14403,1066
05170,2018,17299,16262,1037
053,2018,238942,221562,17380
05314,2018,26805,25459,1346
05315,2018,64938,60726,4212
05316,2018,7947,7440,507
05334,2018,26529,24453,2076
05334002,2018,17794,15879,1915
05354,2018,-,-,#VALUE!
05358,2018,12833,11798,1035
05362,2018,25199,22601,2598
05366,2018,10121,9076,1045
05370,2018,11860,10233,1627
05374,2018,10375,10027,348
05378,2018,13215,12073,1142
05382,2018,29120,27676,1444
055,2018,114010,107284,6726
05512,2018,4522,3937,585
05513,2018,12540,11651,889
05515,2018,21621,21433,188
05554,2018,13457,12499,958
05558,2018,9007,8181,826
05562,2018,22408,21275,1133
05566,2018,18393,17071,1322
05570,2018,12062,11237,825
057,2018,94950,89963,4987
05711,2018,18922,17360,1562
05754,2018,19925,18661,1264
05758,2018,10852,10724,128
05762,2018,6664,6922,-258
05766,2018,13597,13268,329
05770,2018,11465,10936,529
05774,2018,13525,12092,1433
059,2018,159792,152328,7464
05911,2018,17343,17212,131
05913,2018,29184,28201,983
05914,2018,10142,8967,1175
05915,2018,8910,8565,345
05916,2018,7833,7084,749
05954,2018,13125,11886,1239
05958,2018,9577,9544,33
05962,2018,13600,13245,355
05966,2018,4441,4426,15
05970,2018,12045,11732,313
05974,2018,14364,13326,1038
05978,2018,19228,18140,1088
06,2018,379733,349890,29843
064,2018,256906,236466,20440
06411,2018,14715,14025,690
06412,2018,62696,59747,2949
06413,2018,12747,11181,1566
06414,2018,17310,18186,-876
06431,2018,13605,11892,1713
06432,2018,16690,15022,1668
06433,2018,17948,15143,2805
06434,2018,13113,11983,1130
06435,2018,20231,18464,1767
06436,2018,14288,13463,825
06437,2018,5124,4479,645
06438,2018,21116,18679,2437
06439,2018,10064,8979,1085
06440,2018,17259,15223,2036
065,2018,61975,58097,3878
06531,2018,25058,23415,1643
06532,2018,9087,8616,471
06533,2018,8636,7965,671
06534,2018,14595,13531,1064
06535,2018,4599,4570,29
066,2018,60852,55327,5525
06611,2018,15854,14966,888
06631,2018,9180,8029,1151
06632,2018,6333,5919,414
06633,2018,11211,10010,1201
06634,2018,7361,6722,639
06635,2018,6130,5536,594
06636,2018,4783,4145,638
07,2018,241782,219277,22505
071,2018,75481,67135,8346
07111,2018,9245,8675,570
07131,2018,6675,5351,1324
07132,2018,5872,5457,415
07133,2018,7204,6107,1097
07134,2018,3991,3446,545
07135,2018,2963,2661,302
07137,2018,10493,9272,1221
07138,2018,8882,7995,887
07140,2018,4605,4203,402
07141,2018,6179,5730,449
07143,2018,9372,8238,1134
072,2018,35027,31913,3114
07211,2018,13065,12285,780
07231,2018,5804,5190,614
07232,2018,4430,3837,593
07233,2018,2936,2624,312
07235,2018,8792,7977,815
073,2018,131274,120229,11045
07311,2018,3490,3243,247
07312,2018,8044,7680,364
07313,2018,3979,3501,478
07314,2018,14452,11950,2502
07315,2018,17815,16033,1782
07316,2018,3158,3153,5
07317,2018,2696,2572,124
07318,2018,3990,4350,-360
07319,2018,5701,5358,343
07320,2018,2082,1951,131
07331,2018,7352,6541,811
07332,2018,6531,6040,491
07333,2018,3671,3393,278
07334,2018,7005,6267,738
07335,2018,5936,5528,408
07336,2018,4297,4188,109
07337,2018,5648,5477,171
07338,2018,8627,7756,871
07339,2018,12837,11489,1348
07340,2018,3963,3759,204
08,2018,654907,604000,50907
081,2018,228527,212097,16430
08111,2018,49647,48513,1134
08115,2018,20877,19443,1434
08116,2018,27073,25571,1502
08117,2018,11382,10115,1267
08118,2018,27506,26634,872
08119,2018,18579,17154,1425
08121,2018,11127,10291,836
08125,2018,20561,18342,2219
08126,2018,5635,4924,711
08127,2018,9995,8206,1789
08128,2018,5623,5110,513
08135,2018,6294,5536,758
08136,2018,14228,12258,1970
082,2018,195197,182226,12971
08211,2018,4466,3799,667
08212,2018,27072,25422,1650
08215,2018,23569,21204,2365
08216,2018,11537,10233,1304
08221,2018,27536,28166,-630
08222,2018,30516,28985,1531
08225,2018,6371,5771,600
08226,2018,26279,24434,1845
08231,2018,10568,9329,1239
08235,2018,10016,8932,1084
08236,2018,11032,10356,676
08237,2018,6235,5595,640
083,2018,125838,114568,11270
08311,2018,20947,20744,203
08315,2018,17197,16630,567
08316,2018,7836,7009,827
08317,2018,18337,14286,4051
08325,2018,6271,5506,765
08326,2018,11713,10250,1463
08327,2018,6925,6173,752
08335,2018,17868,16364,1504
08336,2018,10437,10025,412
08337,2018,8307,7581,726
084,2018,105345,95109,10236
08415,2018,13611,12351,1260
08416,2018,15858,14699,1159
08417,2018,8348,7131,1217
08421,2018,11682,11135,547
08425,2018,11053,9721,1332
08426,2018,9617,8327,1290
08435,2018,12973,11215,1758
08436,2018,13879,13049,830
08437,2018,8324,7481,843
09,2018,786955,700589,86366
091,2018,308463,279328,29135
09161,2018,11609,10223,1386
09162,2018,113513,105396,8117
09163,2018,4904,4763,141
09171,2018,5275,4310,965
09172,2018,4974,4105,869
09173,2018,6796,6173,623
09174,2018,8850,7969,881
09175,2018,9133,7910,1223
09176,2018,7070,6617,453
09177,2018,7713,7196,517
09178,2018,13011,12364,647
09179,2018,14121,12858,1263
09180,2018,5410,4846,564
09181,2018,6122,5236,886
09182,2018,5544,4798,746
09183,2018,7113,6099,1014
09184,2018,28171,25708,2463
09185,2018,4581,4089,492
09186,2018,8050,7223,827
09187,2018,13507,11624,1883
09188,2018,8860,8143,717
09189,2018,7686,6450,1236
09190,2018,6450,5228,1222
092,2018,67302,56679,10623
09261,2018,7309,6075,1234
09262,2018,5070,4237,833
09263,2018,3670,3369,301
09271,2018,6204,5330,874
09272,2018,2694,2349,345
09273,2018,6335,5327,1008
09274,2018,8935,7545,1390
09275,2018,8693,6640,2053
09276,2018,2663,2169,494
09277,2018,4961,4243,718
09278,2018,5305,4439,866
09279,2018,5463,4956,507
093,2018,57875,50954,6921
09361,2018,2742,2811,-69
09362,2018,15110,13501,1609
09363,2018,2956,2792,164
09371,2018,4355,3898,457
09372,2018,4248,3267,981
09373,2018,5802,4829,973
09374,2018,3438,3414,24
09375,2018,10344,8889,1455
09376,2018,6538,5422,1116
09377,2018,2342,2131,211
094,2018,55918,50912,5006
09461,2018,9399,8928,471
09462,2018,7359,6417,942
09463,2018,3126,2943,183
09464,2018,3347,3124,223
09471,2018,5977,5350,627
09472,2018,3911,3662,249
09473,2018,3726,3331,395
09474,2018,4721,4086,635
09475,2018,3823,3519,304
09476,2018,2130,2030,100
09477,2018,2674,2434,240
09478,2018,2809,2463,346
09479,2018,2916,2625,291
095,2018,118260,105551,12709
09561,2018,3392,3094,298
09562,2018,10177,9222,955
09563,2018,10097,8940,1157
09564,2018,41717,38553,3164
09565,2018,2576,2486,90
09571,2018,9268,8171,1097
09572,2018,8053,7031,1022
09573,2018,9659,8353,1306
09574,2018,7881,6675,1206
09575,2018,5002,4049,953
09576,2018,6718,5715,1003
09577,2018,3720,3262,458
096,2018,68620,62120,6500
09661,2018,5352,4682,670
09662,2018,5370,4522,848
09663,2018,12873,11608,1265
09671,2018,7636,7078,558
09672,2018,4328,3802,526
09673,2018,2769,2566,203
09674,2018,2953,2699,254
09675,2018,4892,4218,674
09676,2018,4833,4258,575
09677,2018,4625,4339,286
09678,2018,5088,4886,202
09679,2018,7901,7462,439
097,2018,110517,95045,15472
09761,2018,21621,19438,2183
09762,2018,2922,2322,600
09763,2018,5193,4563,630
09764,2018,3009,2563,446
09771,2018,6875,5997,878
09772,2018,13147,11439,1708
09773,2018,4366,3445,921
09774,2018,6438,5184,1254
09775,2018,11350,9557,1793
09776,2018,4908,4181,727
09777,2018,7024,6015,1009
09778,2018,8127,6484,1643
09779,2018,7879,7199,680
09780,2018,7658,6658,1000
10,2018,42091,40035,2056
10041,2018,15377,14438,939
10041100,2018,10531,9701,830
10042,2018,4300,4012,288
10043,2018,5634,5712,-78
10044,2018,7757,7116,641
10045,2018,6111,5982,129
10046,2018,2912,2775,137
11000,2018,180105,150670,29435
11001001,2018,.,.,#VALUE!
11002002,2018,.,.,#VALUE!
11003003,2018,.,.,#VALUE!
11004004,2018,.,.,#VALUE!
11005005,2018,.,.,#VALUE!
11006006,2018,.,.,#VALUE!
11007007,2018,.,.,#VALUE!
11008008,2018,.,.,#VALUE!
11009009,2018,.,.,#VALUE!
11010010,2018,.,.,#VALUE!
11011011,2018,.,.,#VALUE!
11012012,2018,.,.,#VALUE!
12,2018,115152,94090,21062
12051,2018,3244,2519,725
12052,2018,4581,4879,-298
12053,2018,3348,3251,97
12054,2018,11677,9534,2143
12060,2018,8659,5983,2676
12061,2018,8811,6413,2398
12062,2018,3929,3831,98
12063,2018,7579,5607,1972
12064,2018,8160,5797,2363
12065,2018,8814,6597,2217
12066,2018,3507,3143,364
12067,2018,10237,8856,1381
12068,2018,3501,3090,411
12069,2018,10842,8539,2303
12070,2018,2416,2431,-15
12071,2018,3268,3367,-99
12072,2018,9075,7023,2052
12073,2018,3504,3230,274
13,2018,68550,60891,7659
13001,2018,-,-,#VALUE!
13002,2018,-,-,#VALUE!
13003,2018,11420,10496,924
13004,2018,6684,6207,477
13005,2018,-,-,#VALUE!
13006,2018,-,-,#VALUE!
13051,2018,-,-,#VALUE!
13052,2018,-,-,#VALUE!
13053,2018,-,-,#VALUE!
13054,2018,-,-,#VALUE!
13055,2018,-,-,#VALUE!
13056,2018,-,-,#VALUE!
13057,2018,-,-,#VALUE!
13058,2018,-,-,#VALUE!
13059,2018,-,-,#VALUE!
13060,2018,-,-,#VALUE!
13061,2018,-,-,#VALUE!
13062,2018,-,-,#VALUE!
13071,2018,7263,6908,355
13072,2018,9032,7547,1485
13073,2018,9060,7650,1410
13074,2018,6174,5531,643
13075,2018,9069,7754,1315
13076,2018,9848,8798,1050
14,2018,160901,142914,17987
141,2018,-,-,#VALUE!
14161,2018,-,-,#VALUE!
14166,2018,-,-,#VALUE!
14167,2018,-,-,#VALUE!
14171,2018,-,-,#VALUE!
14173,2018,-,-,#VALUE!
14177,2018,-,-,#VALUE!
14178,2018,-,-,#VALUE!
14181,2018,-,-,#VALUE!
14182,2018,-,-,#VALUE!
14188,2018,-,-,#VALUE!
14191,2018,-,-,#VALUE!
14193,2018,-,-,#VALUE!
142,2018,-,-,#VALUE!
14262,2018,-,-,#VALUE!
14263,2018,-,-,#VALUE!
14264,2018,-,-,#VALUE!
14272,2018,-,-,#VALUE!
14280,2018,-,-,#VALUE!
14284,2018,-,-,#VALUE!
14285,2018,-,-,#VALUE!
14286,2018,-,-,#VALUE!
14287,2018,-,-,#VALUE!
14290,2018,-,-,#VALUE!
14292,2018,-,-,#VALUE!
143,2018,-,-,#VALUE!
14365,2018,-,-,#VALUE!
14374,2018,-,-,#VALUE!
14375,2018,-,-,#VALUE!
14379,2018,-,-,#VALUE!
14383,2018,-,-,#VALUE!
14389,2018,-,-,#VALUE!
145,2018,44196,41335,2861
14511,2018,13574,12015,1559
14521,2018,7278,7247,31
14522,2018,9197,8675,522
14523,2018,5805,5501,304
14524,2018,8342,7897,445
146,2018,62457,55948,6509
14612,2018,31878,28736,3142
14625,2018,7316,6998,318
14626,2018,7274,6549,725
14627,2018,8116,7317,799
14628,2018,7873,6348,1525
147,2018,54248,45631,8617
14713,2018,36395,30370,6025
14729,2018,9197,7743,1454
14730,2018,8656,7518,1138
15,2018,84922,83163,1759
15001,2018,2864,2915,-51
15002,2018,12977,12189,788
15003,2018,13990,12871,1119
15081,2018,2595,2719,-124
15082,2018,5567,5500,67
15083,2018,5694,5553,141
15084,2018,6736,7019,-283
15085,2018,8540,8399,141
15086,2018,3294,3119,175
15087,2018,3273,3579,-306
15088,2018,6785,6410,375
15089,2018,5620,5775,-155
15090,2018,3028,3303,-275
15091,2018,3959,3812,147
151,2018,-,-,#VALUE!
15101,2018,-,-,#VALUE!
15151,2018,-,-,#VALUE!
15153,2018,-,-,#VALUE!
15154,2018,-,-,#VALUE!
15159,2018,-,-,#VALUE!
15171,2018,-,-,#VALUE!
152,2018,-,-,#VALUE!
15202,2018,-,-,#VALUE!
15256,2018,-,-,#VALUE!
15260,2018,-,-,#VALUE!
15261,2018,-,-,#VALUE!
15265,2018,-,-,#VALUE!
15266,2018,-,-,#VALUE!
15268,2018,-,-,#VALUE!
153,2018,-,-,#VALUE!
15303,2018,-,-,#VALUE!
15352,2018,-,-,#VALUE!
15355,2018,-,-,#VALUE!
15357,2018,-,-,#VALUE!
15358,2018,-,-,#VALUE!
15362,2018,-,-,#VALUE!
15363,2018,-,-,#VALUE!
15364,2018,-,-,#VALUE!
15367,2018,-,-,#VALUE!
15369,2018,-,-,#VALUE!
15370,2018,-,-,#VALUE!
16,2018,87498,82939,4559
16051,2018,12162,11028,1134
16052,2018,3867,3891,-24
16053,2018,7496,7206,290
16054,2018,5145,5081,64
16055,2018,4299,3435,864
16056,2018,2099,2147,-48
16061,2018,2639,2650,-11
16062,2018,2697,2892,-195
16063,2018,3737,3737,0
16064,2018,2982,2958,24
16065,2018,1920,2045,-125
16066,2018,4094,3734,360
16067,2018,5821,5113,708
16068,2018,2306,2243,63
16069,2018,1893,1897,-4
16070,2018,5120,4600,520
16071,2018,3348,3172,176
16072,2018,2255,1871,384
16073,2018,2658,2745,-87
16074,2018,3141,2726,415
16075,2018,2341,2333,8
16076,2018,3070,3246,-176
16077,2018,2408,2189,219